1.203539929390967131e+02;1.203539929390967131e+02;9.135291962097521434e+01;1.160429655166820950e+00;6.136152224291592863e-03;2.075392109839818977e-01;1.690851958216519745e-03
1.498895347430637059e+02;1.498895347430637059e+02;1.111407063881783870e+02;1.281933483539014818e+00;7.865016650681859803e-03;1.898939748498004176e-01;8.066415578226172845e-04
1.792510079230487179e+02;1.792510079230487179e+02;1.330923571237353258e+02;1.433890664182251085e+00;7.022648520327383868e-03;1.923760997727498867e-01;2.364251734967728110e-03
2.043304559004026828e+02;2.043304559004026828e+02;1.572094798934058701e+02;1.582351443231844179e+00;6.521131729298871617e-03;2.037055441680763190e-01;9.200230841582646233e-04
2.294432171626407637e+02;2.294432171626407637e+02;1.836605772716071101e+02;1.756346611710647654e+00;8.110794674270090446e-03;2.088917456986915111e-01;-1.209500797644840657e-04
2.621522200175845683e+02;2.621522200175845683e+02;2.123146893643188662e+02;1.975145097462212673e+00;7.983872100192499627e-03;2.182411389035931459e-01;5.935150197599681557e-04
2.955999866735861588e+02;2.955999866735861588e+02;2.429828243156610768e+02;2.209300646892008224e+00;8.814363555861674804e-03;2.360603971343444296e-01;5.569846940791013277e-04
3.308181273054921689e+02;3.308181273054921689e+02;2.758381940729141775e+02;2.475028879188055253e+00;8.815584784131406948e-03;2.468299970852001479e-01;-9.108392721002271815e-05
3.667013080221151995e+02;3.667013080221151995e+02;3.112573436092504267e+02;2.751338135645070793e+00;7.130189092300709061e-03;2.753812742803665170e-01;1.786609189996734908e-03
4.046067272603327751e+02;4.046067272603327751e+02;3.493887305054333297e+02;3.060490754864976459e+00;4.935517743992163392e-03;3.089899844746518687e-01;5.264102602622700109e-04
4.455293569402984417e+02;4.455293569402984417e+02;3.910545832600936365e+02;3.407433562750527223e+00;3.658199887043324643e-03;3.141591169237685222e-01;2.594050248355066635e-03
4.943865275592689841e+02;4.943865275592689841e+02;4.365530370672632330e+02;3.794893116835991176e+00;4.475123781980686055e-03;3.688767046423990781e-01;5.038759450682469502e-04
5.406083422396872038e+02;5.406083422396872038e+02;4.856492188453449899e+02;4.168093806897902098e+00;2.502976808208371828e-03;3.836061118208228815e-01;6.215213583939117577e-04
