3.252343750000008527e-01;8.499999999999999778e-01;1.000000000000000000e+00
3.431250000000002909e-01;8.564195497951909708e-01;9.816161660561296687e-01
3.926250000000003904e-01;9.454461168730470266e-01;9.618751103386824486e-01
4.488125000000003917e-01;1.046306771356080079e+00;9.409006989184630632e-01
5.176875000000004112e-01;1.218364757503414664e+00;9.184310550131561390e-01
5.687500000000005329e-01;1.316476611538066610e+00;8.957735075502768485e-01
6.065625000000005596e-01;1.355885801685261738e+00;8.729754032409843267e-01
6.760000000000007114e-01;1.481845695038306543e+00;8.505039223401198445e-01
7.418125000000007629e-01;1.567331975868750060e+00;8.361121890044721505e-01
8.047500000000008535e-01;1.621319171682861437e+00;8.219112273838744542e-01
8.673750000000008953e-01;1.654740713908660954e+00;8.079356603812509752e-01
9.346250000000009273e-01;1.681668072083930321e+00;7.942193090744179562e-01
1.000000000000000000e+00;1.693045852719605504e+00;7.808576283953734265e-01
1.000000000000000000e+00;1.693839971726947002e+00;7.678449892970373725e-01
1.000000000000000000e+00;1.695205413058880284e+00;7.551584817627510215e-01
1.000000000000000000e+00;1.695796316961835526e+00;7.427885347749952905e-01
1.000000000000000000e+00;1.696700379216260268e+00;7.307318006224817752e-01
1.000000000000000000e+00;1.697934878931182778e+00;7.189730099748931069e-01
1.000000000000000000e+00;1.699187067864923684e+00;7.075034483685050946e-01
1.000000000000000000e+00;1.700480090144257161e+00;6.963086558723999842e-01
1.000000000000000000e+00;1.701552238093402503e+00;6.853738485939409042e-01
1.000000000000000000e+00;1.703441630612027025e+00;6.746972218113580499e-01
1.000000000000000000e+00;1.704579674712707105e+00;6.642676516822274557e-01
1.000000000000000000e+00;1.705539916872787165e+00;6.540755319564011128e-01
1.000000000000000000e+00;1.706363787635434059e+00;6.441140805269556235e-01
1.000000000000000000e+00;1.706994627451422497e+00;6.343783390096418007e-01
1.000000000000000000e+00;1.707799183352976424e+00;6.248613363626568384e-01
1.000000000000000000e+00;1.709066001257394163e+00;6.155514157149063470e-01
1.000000000000000000e+00;1.710245628781967397e+00;6.064436168152400608e-01
1.000000000000000000e+00;1.710878918489966649e+00;5.975302462190750230e-01
1.000000000000000000e+00;1.711815523216332124e+00;5.888053058542044305e-01
1.000000000000000000e+00;1.712855427303512368e+00;5.802620639105924294e-01
1.000000000000000000e+00;1.713733112446320206e+00;5.718958547082003685e-01
1.000000000000000000e+00;1.714478575812452332e+00;5.637017711149728827e-01
1.000000000000000000e+00;1.715446447627278381e+00;5.556742060277686246e-01
1.000000000000000000e+00;1.716085403232076922e+00;5.477795565663415855e-01
1.000000000000000000e+00;1.716452571632306467e+00;5.400299855417778350e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
1.000000000000000000e+00;1.717075914420684191e+00;5.324348549942713449e-01
